Input,Analysis,Overall Valence,Overall Arousal
George is quite happy and feels relieved.  He was worried he would only win $10 and was pleasantly surprised to win $50 instead.,"{'fortunate': [7.09, 5.16, ['relieved'], 1], 'surprised': [7.47, 7.47, ['surprised'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.59,7.47
Happy,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
He would be a bit excited that he just won %50,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67
David is pleased with the results. He avoided the large $10 area and managed to win the middle amount of $50.,"{'happy': [8.01, 5.97, ['pleased'], 1]}",8.01,5.97
greatt,{},0,0
Jake won the second highest amount; so he is happy where he is. He could have gone higher or lower but he got in the middle and that is decent; so he is satisfied. ,"{'content': [7.0, 4.82, ['decent', 'satisfied'], 2], 'happy': [8.22, 6.49, ['happy'], 1]}",7.41,6.49
Frank should feel good. While he won the middle amount. He should be happy since the odds were that would have won $10 since that is the largest piece of the wheel and the most likely outcome. He beat the odds.,"{'happy': [7.84, 5.96, ['good', 'happy'], 2]}",7.84,6.49
he would be happy,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
Pretty good about it; glad he didn't hit 10,"{'fortunate': [7.09, 5.16, ['glad'], 1], 'happy': [6.47, 4.43, ['a little good'], 1]}",6.78,5.16
Alex is pleased even though he didn't win the highest amount.  The chances of him winning only $10 was very great; so he beat the odds and won a substantial amount of money.,"{'great': [9.5, 9.5, ['very great'], 1], 'happy': [8.01, 5.97, ['pleased'], 1]}",8.76,9.5
Tom is pretty satisfied. He avoided the 10$ low prize and got 50$.,"{'content': [6.94, 3.95, ['a little satisfied'], 1]}",6.94,3.9400000000000004
Jacob is pretty happy. That was a good spin on his part. $50 is nothing to complain about,"{'happy': [7.34, 5.46, ['a little happy', 'good'], 2]}",7.34,5.49
he is happy to win the middle amount,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
Josh is happy since chances were he would win $10 and he won $50.  He wishes he had won $75 but chance was higher.,"{'fortunate': [7.09, 5.16, ['wishes'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.65,6.49
John is reasonably happy to have won $50. He would have preferred to win $75; but he is very happy that the marker wheel didn't stop at $10; since this was the highest probability.,"{'happy': [8.72, 6.99, ['happy', 'very happy'], 2]}",8.72,7.49
Beat the odds for a pretty good payday!,"{'happy': [6.47, 4.43, ['a little good'], 1]}",6.47,4.43
glad it went past the 10$ and on to the 50$. excited he won the top prize,"{'excited': [7.5, 7.67, ['excited'], 1], 'fortunate': [7.09, 5.16, ['glad'], 1]}",7.3,7.67
Great!,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5
wow not bad,"{'unfortunate': [5.25, 7.25, ['not bad'], 1]}",5.25,7.25
Fifty bucks is the magic number that makes George happy; and he just won that amount on the wheel. He's very happy.,"{'happy': [8.72, 6.99, ['happy', 'very happy'], 2]}",8.72,7.49
He is a little happy; and a little depressed. He wishes he would have won the 75,"{'sad': [2.83, 5.72, ['a little depressed'], 1], 'fortunate': [7.09, 5.16, ['wishes'], 1], 'happy': [7.22, 5.49, ['a little happy'], 1]}",5.72,5.72
It's not the most; and it's not the least. It's a decent amount. ,"{'content': [6.06, 4.7, ['decent'], 1]}",6.06,4.7
Tom feels lucky and relieved that he beat the odds. He is happy to have $50.,"{'happy': [8.22, 6.49, ['happy'], 1], 'fortunate': [7.63, 5.85, ['lucky', 'relieved'], 2]}",7.83,6.53
He probably thinks that he is very lucky. There is a low chance of a person landing on $75 when spinning the wheel.,"{'fortunate': [9.17, 7.53, ['very lucky'], 1]}",9.17,7.53
He feels amazing! There is a huge chance for just $10; but he won the biggest amount.,"{'great': [9.0, 6.0, ['amazing'], 1]}",9.0,6.0
Jake is pumped! He had a small chance to win the full 75$ but he got it!,{},0,0
I think Charlie feels exhilarated to win the highest amount. He feels lucky that the pointer landed within the smallest portion of the wheel.,"{'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.17,6.53
Tom can't believe that he landed on the biggest prize. He thought for sure he'd get the $10 because the win area was larger.,{},0,0
Yay for the most money! Especially since that wasn't the highest odds.,"{'great': [9.0, 7.0, ['yay'], 1]}",9.0,7.0
Charlie is extremely happy with his outcome. He has won the most money possible.,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49
He feels excited and lucky; as the chances for winning the $ 75 weren't that high.,"{'excited': [7.5, 7.67, ['excited'], 1], 'fortunate': [8.17, 6.53, ['lucky'], 1]}",7.84,7.67
I feel Charlie would be very happy with what he won.  He probably didn't think it would land on $75 because that is the smallest section on the wheel and also a lot more than the smallest amount of $10.,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49
the odds of getting the bigger price were very little. Charlie must be extremely happy,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49
Eric feels lucky since lowest chance was to win the $75 and he won it.,"{'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.17,6.53
James is feeling amazing. Hardest mark to hit; and struck it. He's feeling really lucky; and really good at the same time,"{'great': [9.0, 6.0, ['amazing'], 1], 'happy': [8.47, 6.43, ['very good'], 1], 'fortunate': [9.17, 7.53, ['very lucky'], 1]}",8.89,7.53
happy that he has won the most money that was avaliable,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
Jake is really excited. The roulette landed on the smallest part and the biggest reward.,"{'rewarded': [7.53, 4.95, ['reward'], 1], 'excited': [8.5, 8.67, ['very excited'], 1]}",8.02,8.67
He beat the odds; he must be feeling good. The space was smallest; the award was highest. That means he accomplished something hard to get.,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43
lucky he won the largest amount on the smallest odds,"{'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.17,6.53
Josh is not surprised at all that he ended up with $10.  After all; there was about a 60% chance that he'd get it.  At least he walks away with something though.,"{'surprised': [3.61, 3.61, ['not surprised'], 1]}",3.61,3.609
lucky and happy. gunslinger won out.,"{'happy': [8.22, 6.49, ['happy'], 1], 'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.2,6.53
greattttt,{},0,0
He probably feels very lucky; since there was only a small chance that he would win the greatest amount possible. He probably also feels hopeful about the next round.,"{'inspired': [7.1, 5.78, ['hopeful'], 1], 'fortunate': [9.17, 7.53, ['very lucky'], 1]}",8.14,7.53
Didn't think Steve was going to win 75.  Good for him. ,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43
I think he was happy he won; but was a little dissapointed he did not win a higher value.,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
i think he felt happy that he won 55 but wishes that he would have won more,"{'fortunate': [7.09, 5.16, ['wishes'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.65,6.49
David is somewhat pleased. He could have won a lot more; so he is not as happy as he could be.  However; $55 is a decent amount of money; so he is glad to have spun the wheel.,"{'content': [6.06, 4.7, ['decent'], 1], 'fortunate': [7.09, 5.16, ['glad'], 1], 'happy': [5.2, 3.32, ['a little pleased', 'not happy'], 2]}",5.89,5.16
He feels fairly happy although; the fact that he had a 75% chance of getting a larger prize makes him a little upset.,"{'sad': [3.0, 6.86, ['a little upset'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.61,6.86
Charlie has mixed feeling.  He's happy to have won the $55. But he can't help feeling sad about winning the lowest amount there was to win.,"{'sad': [1.61, 4.13, ['sad'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",4.91,6.49
I think he's still happy because $55 is a nice prize!,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
No! Totally disappointed that he just won the least amount of the money on the wheel. But at least it's something!,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92
Disappointed,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92
Upset because of the amount of money he could have one,"{'sad': [2.0, 5.86, ['upset'], 1]}",2.0,5.86
Tom feels cheated that he had more than a 50% chance of winning $70 but instead he won the smaller amount ($55).,"{'unfortunate': [2.0, 4.0, ['cheated'], 1]}",2.0,4.0
Though it is the least amount in the wheel. he will be happy with the amount won as it is a good amount.,"{'happy': [7.84, 5.96, ['happy', 'good'], 2]}",7.84,6.49
Jacob feels okay about it. Even though it would have been better to land on the higher prizes; $55 still isn't too bad. ,"{'content': [6.06, 4.7, ['okay'], 1], 'unfortunate': [4.25, 6.25, ['not very bad'], 1]}",5.16,6.25
Well; that was a bit close to $85; so that might be disappointing. It's also the lowest amount of money and the $70 had the biggest odds.,"{'disappointed': [2.39, 4.92, ['disappointing'], 1]}",2.39,4.92
Jacob walks away from the wheel of money pretty pleased.  He's $55 bucks richer!,"{'happy': [7.01, 4.97, ['a little pleased'], 1]}",7.01,4.97
Yeah!  Going to get married need some money for a ring.  Going to las vagas!,{},0,0
Frank is ok with the outcome; but not particularly pleased. He managed to land on the smallest denomination; and given how much more likely $70 was; he feels unlucky.,"{'content': [6.06, 4.7, ['ok'], 1], 'unfortunate': [2.0, 4.0, ['unlucky'], 1], 'happy': [3.45, 1.41, ['not pleased'], 1]}",3.84,4.7
a little sad. won the least money possible. odds were he would win more based on the portions of the other amounts.,"{'sad': [2.62, 5.13, ['a little sad'], 1]}",2.62,5.13
I think he probably feels okay.  He won the least amount of money he could have; but it's not that different in terms of absolute quantity than the higher amounts.,"{'content': [6.06, 4.7, ['okay'], 1]}",6.06,4.7
I think he feels good that he won 55 dollars but I think he would feel better because he could've won more.,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43
Happy because 55 is good money; but disappointed it's the lowest amount.,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'happy': [7.84, 5.96, ['happy', 'good'], 2]}",6.03,6.49
Tom is happy with $55; but he really wanted it to be more. If he would have spun at a different speed he believes he could have won more money.,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
George is kinda sad that he didn't land on the other two options with more reward.,"{'rewarded': [3.6, 1.02, ['not reward'], 1], 'sad': [1.61, 4.13, ['sad'], 1]}",2.61,4.13
He's probably feeling bummed.  He received the lowest value on the board.  He actually had a better chance to win $70 but it didn't work out.,"{'sad': [2.39, 4.78, ['bummed'], 1]}",2.39,4.78
Eric is content with his $55 even though it is the smallest amount.,"{'content': [7.06, 4.7, ['content'], 1]}",7.06,4.7
He probably feels pretty good. He won the middle amount; though he had over a 50% chance of winning that much; anyway.,"{'happy': [6.47, 4.43, ['a little good'], 1]}",6.47,4.43
James feels slightly disappointed that he didn't win the largest amount of $85; but he's happy that he got more than the minimum of $55.,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.81,6.49
Very happy he won the most he could,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49
Jake is probably very excited to have won $70; although he had about a 50% chance of landing on that section.,"{'excited': [8.5, 8.67, ['very excited'], 1]}",8.5,8.67
He feels great. This was the biggest amount; so it couldn't get any better.,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5
he felt good because he wont a good amount; but wished he got the $85,"{'happy': [7.47, 5.43, ['good'], 2]}",7.47,5.43
He is happy that he won money and he won the amount that he was expecting to because it takes up most of the board.,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
I kinda expected that...50% chance.,{},0,0
Bob is very pleased and excited! He would have been happy with any amount on this wheel. He looks forward to spending it.,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [8.61, 6.73, ['very pleased', 'happy'], 2]}",8.24,7.67
John is on a roll today,{},0,0
glade he won the $70,{},0,0
Happy that it wasn't the lowest amount but wishes it could have been more,"{'fortunate': [7.09, 5.16, ['wishes'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.65,6.49
He is very relieved to have won more than 55 dollars,"{'fortunate': [8.09, 6.16, ['very relieved'], 1]}",8.09,6.16
Happy because he won the second largest amount possible.,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
Josh feels good; but wish it was the grand prize. Still a much better pay out than the low end,"{'fortunate': [7.09, 5.16, ['wish'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",7.28,5.43
He would be little bit happy,"{'happy': [7.22, 5.49, ['a little happy'], 1]}",7.22,5.49
Jacob is happy and he was expecting to land on $70 anyways as it has the higher probability.  Jacob knew the other ones would be a longshot. ,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
I knew Charlie was going to get 70.  Not a bad win. ,"{'unfortunate': [5.25, 7.25, ['not bad'], 1]}",5.25,7.25
James is probably pretty happy; but was probably expecting to win $70. He might be a little disappointed he didn't get $85.,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [7.22, 5.49, ['a little happy'], 1]}",5.31,5.92
John is very happy.,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49
very happy. can't go wrong with getting the highest chance of 70$,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49
He probably feels very happy about this. He probably feels very glad that he won the most possible.,"{'fortunate': [8.09, 6.16, ['very glad'], 1], 'happy': [9.22, 7.49, ['very happy'], 1]}",8.65,7.49
Excited. He won the most he could win on this wheel.,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67
I think he's happy. He won the maximum amount. ,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49
He feels happy and excited.,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",7.86,7.67
Very excited and enthusiastic that he won the highest amount that you are able to win with a spin. ,"{'excited': [8.5, 8.67, ['very excited'], 1]}",8.5,8.67
I'm sure he feels great.  Winning $85 is a positive thing.  The percentages were against it; but it worked out.,"{'great': [8.5, 8.5, ['great'], 1], 'happy': [8.0, 5.97, ['positive'], 1]}",8.25,8.5
Frank couldn't be any more pleased with the amount of money he won.  The outcome could not have been any better.,"{'happy': [8.01, 5.97, ['pleased'], 1]}",8.01,5.97
He's very excited. He won the larger amount; even though the wheel was unfairly balanced. He feels lucky.,"{'excited': [8.5, 8.67, ['very excited'], 1], 'fortunate': [8.17, 6.53, ['lucky'], 1]}",8.34,8.67
